"","value","anomaly"
"165",-6.70865118352035,"0"
"166",-6.26388513269119,"0"
"167",-5.91122064320801,"0"
"168",-6.35154878598485,"0"
"169",-6.68441265200203,"0"
"170",-6.74545758135942,"0"
"171",-6.56861020559512,"0"
"172",-6.38872937013643,"0"
"173",-6.16336648335509,"0"
"174",-6.38369105173863,"0"
"175",-6.64107751132584,"0"
"176",-6.21595574980955,"0"
"177",-5.93468998948721,"0"
"178",-6.05660660438276,"0"
"179",-5.74177550246397,"0"
"180",-5.5089832604275,"0"
"181",-5.34284268461519,"0"
"182",-5.45165902652378,"0"
"183",-5.62468770764271,"0"
"184",-5.53972924448719,"0"
"185",-5.81601914493121,"0"
"186",-6.02958610503389,"0"
"187",-5.87456551232584,"0"
"188",-5.86653820690546,"0"
"189",-6.14730310975562,"0"
"190",-5.90704738573734,"0"
"191",-5.46834714181667,"0"
"192",-5.22379661510555,"0"
"193",-5.36900345517291,"0"
"194",-6.13575823064494,"0"
"195",-6.8561735547427,"0"
"196",-6.9295989869598,"0"
"197",-8.36330779061369,"1"
"198",-6.76029809914993,"0"
"199",-7.02066532139123,"0"
"200",-6.68354019813457,"0"
"201",-6.34484288754666,"0"
"202",-5.62543070523057,"0"
"203",-4.76082904481069,"0"
"204",-4.57208319413038,"0"
"205",-4.20753698716281,"0"
"206",-3.78461748779965,"0"
"207",-4.03758255937099,"0"
"208",-3.94062128695618,"0"
"209",-3.29867248732908,"0"
"210",-2.7854342588101,"0"
"211",-2.38256972047068,"0"
"212",-2.68230934234134,"0"
"213",-3.32097199201679,"0"
"214",-2.83357923839328,"0"
"215",-2.19162494734915,"0"
"216",-2.42873364300632,"0"
"217",-2.51565447696321,"0"
"218",-2.42816660092562,"0"
"219",-2.57524492220459,"0"
"220",-2.79368022822065,"0"
"221",-2.5723850865897,"0"
"222",-2.13006512989102,"0"
"223",-2.1815060328959,"0"
"224",-2.24241133419024,"0"
"225",-2.07683198388285,"0"
"226",-2.18380301782866,"0"
"227",-2.81400215303779,"0"
"228",-2.87438027038679,"0"
"229",-2.63075102626831,"0"
"230",-2.68257289654965,"0"
"231",-2.99451443764623,"0"
"232",-3.13723089371671,"0"
"233",-2.71719801762715,"0"
"234",-2.49636842195262,"0"
"235",-2.63756990713641,"0"
"236",-2.13147084874465,"0"
"237",-1.50124056473567,"0"
"238",-1.38849850936228,"0"
"239",-1.02515463484032,"0"
"240",-1.05325583438696,"0"
"241",-1.77800581688453,"0"
"242",-1.97199801400424,"0"
"243",-3.30566413981512,"1"
"244",-1.93224104736216,"0"
"245",-1.55858650269274,"0"
"246",-2.69972595412657,"0"
"247",-3.31459291236397,"0"
"248",-2.72611436698259,"0"
"249",-2.99520766772041,"0"
"250",-3.34035028382472,"0"
"251",-3.17329779979834,"0"
"252",-3.33035278985775,"0"
"253",-3.79273416109276,"0"
"254",-3.99762297769779,"0"
"255",-4.55376554752452,"0"
"256",-4.99437846945077,"0"
"257",-4.79481168085125,"0"
"258",-4.92900705272877,"0"
"259",-4.85631758959304,"0"
"260",-4.28972457335796,"0"
"261",-5.1731080834901,"0"
"262",-6.41334990033289,"0"
"263",-6.15245412787414,"0"
"264",-5.61640747678132,"0"
"265",-4.77591713588117,"0"
"266",-4.06217002152223,"0"
"267",-4.66374371554674,"0"
"268",-4.50199396318064,"0"
"269",-3.38310614447827,"0"
"270",-2.91687342783894,"0"
"271",-2.84596033572513,"0"
"272",-2.7850908470654,"0"
"273",-2.84647052701925,"0"
"274",-2.74806237233569,"0"
"275",-0.106739845517702,"1"
"276",-1.81699117983948,"0"
"277",-1.82452204634821,"0"
"278",-2.09118251743324,"0"
"279",-2.53405305534753,"0"
"280",-2.97747067963674,"0"
"281",-3.42953421670899,"0"
"282",-3.75794507316743,"0"
"283",-3.7702045160108,"0"
"284",-2.78227698621532,"0"
"285",-1.84163393660042,"0"
"286",-2.27906700822854,"0"
"287",-3.07340535654243,"0"
"288",-3.4364095287035,"0"
"289",-3.61090871137836,"0"
"290",-3.1540803400127,"0"
"291",-2.96635051339842,"0"
"292",-3.28362426379669,"0"
"293",-3.35395789533822,"0"
"294",-3.47088023313611,"0"
"295",-3.25688940510882,"0"
"296",-2.5411309115434,"0"
"297",-2.57982493564435,"0"
"298",-3.13282986360575,"0"
"299",-3.75838754675239,"0"
"300",-4.45792592158444,"0"
"301",-4.52090081568623,"0"
"302",-3.91240334056625,"0"
"303",-4.0457316896188,"0"
"304",-4.0453765647336,"0"
"305",-3.64939153028211,"0"
"306",-4.06738177714854,"0"
"307",-4.52323596738243,"0"
"308",-4.55485015344919,"0"
"309",-4.46050486820447,"0"
"310",-4.07215454256192,"0"
"311",-4.26778304333041,"0"
"312",-4.56990473737107,"0"
"313",-4.98558767814289,"0"
"314",-5.58937383266608,"0"
"315",-5.3743595371949,"0"
"316",-4.95751111372655,"0"
"317",-5.07118659420181,"0"
"318",-5.79682432909913,"0"
"319",-6.38225391268533,"0"
"320",-5.58217922547992,"0"
"321",-4.5912702137225,"0"
"322",-5.16228294130576,"0"
"323",-6.11412742609182,"0"
"324",-6.34605431186589,"0"
"325",-5.99642056972189,"0"
"326",-5.17087814065551,"0"
"327",-4.48537526172947,"0"
"328",-4.72652964826135,"0"
"329",-5.19448854493653,"0"
"330",-5.45538760798864,"0"
"331",-5.52353101927025,"0"
"332",-5.20370005605978,"0"
"333",-4.73672329783146,"0"
"334",-4.34921136405351,"0"
"335",-4.01989331132997,"0"
"336",-4.19118180923878,"0"
"337",-4.19087017789073,"0"
"338",-6.03662609427132,"1"
"339",-3.38766641283749,"0"
"340",-3.70477846997897,"0"
"341",-4.14507010588928,"0"
"342",-4.22621205974738,"0"
"343",-4.16147042561677,"0"
"344",-3.92049334081316,"0"
"345",-3.47514821051667,"0"
"346",-3.33284699838309,"0"
"347",-3.42773541454115,"0"
"348",-3.23723512318171,"0"
"349",-2.88354249368118,"0"
"350",-2.80332201100524,"0"
"351",-2.50478307373106,"0"
"352",-2.3400932742198,"0"
"353",-2.33592939725275,"0"
"354",-2.30755062840104,"0"
"355",-2.73718530614068,"0"
"356",-3.09736274807074,"0"
"357",-3.19175292762167,"0"
"358",-3.56921745854568,"0"
"359",-3.8570875639478,"0"
"360",-3.72796789293203,"0"
"361",-3.54730808998253,"0"
"362",-3.10442027604466,"0"
"363",-3.03729337946061,"0"
"364",-2.91398035536244,"0"
"365",-3.11581620186231,"0"
"366",-3.47583166371554,"0"
"367",-3.49926796772175,"0"
"368",-4.06700360501678,"0"
"369",-4.22146487454737,"0"
"370",-3.89941250453518,"0"
"371",-3.76332447176864,"0"
"372",-3.6267229950916,"0"
"373",-3.38455787216723,"0"
"374",-4.03275889914979,"0"
"375",-4.40251769555067,"0"
"376",-3.42573667920162,"0"
"377",-3.19878099646732,"0"
"378",-3.69346320354704,"0"
"379",-3.65712390254153,"0"
"380",-3.76273554240654,"0"
"381",-4.3995797138651,"0"
"382",-4.71049324187526,"0"
"383",-6.42910638529712,"1"
"384",-5.55822121880463,"0"
"385",-4.93938142462623,"0"
"386",-4.72645941903586,"0"
"387",-4.96449198201481,"0"
"388",-5.36335458828372,"0"
"389",-5.65746792183798,"0"
"390",-5.34685152382906,"0"
"391",-4.51004945873613,"0"
"392",-4.30240987224569,"0"
"393",-4.3251079888931,"0"
"394",-3.84497061861177,"0"
"395",-3.72560388562026,"0"
"396",-3.61395006284589,"0"
"397",-3.49222196609444,"0"
"398",-3.99067819559743,"0"
"399",-3.83793933931213,"0"
"400",-2.76228127773821,"0"
"401",-2.57290934484346,"0"
"402",-2.67056976938172,"0"
"403",-2.68465221597844,"0"
"404",-3.23181395036689,"0"
"405",-3.24515479436835,"0"
"406",-2.8163986863255,"0"
"407",-3.04651043817754,"0"
"408",-3.02125283913017,"0"
"409",-2.90026515067637,"0"
"410",-2.99259900656179,"0"
"411",-2.53757917015002,"0"
"412",-2.38127756743138,"0"
"413",-2.50051043045311,"0"
"414",-2.24505269972123,"0"
"415",-2.42403762402649,"0"
"416",-2.81308350936598,"0"
"417",-2.54822473218824,"0"
"418",-2.18543800316801,"0"
"419",-2.13040087512378,"0"
"420",-2.53319734105281,"0"
"421",-2.52516840152991,"0"
"422",-2.13486040014316,"0"
"423",-2.6573319072448,"0"
"424",-3.47398005153204,"0"
"425",-3.58846923808881,"0"
"426",-4.09779886100332,"0"
"427",-4.85525164187909,"0"
"428",-4.98854090250884,"0"
"429",-4.68641275831252,"0"
"430",-4.60825707195995,"0"
"431",-4.5347965028875,"0"
"432",-4.23873859131994,"0"
"433",-4.34606063942676,"0"
"434",-4.74926275320303,"0"
"435",-4.99537841657684,"0"
"436",-5.22813110719337,"0"
"437",-5.55472494139571,"0"
"438",-6.02565127911577,"0"
"439",-6.26997124420018,"0"
"440",-5.89474625558144,"0"
"441",-6.24472538574036,"0"
"442",-7.09923461594363,"0"
"443",-7.21234010552829,"0"
"444",-6.71506264259035,"0"
"445",-6.9197961781068,"0"
"446",-6.78606152535298,"0"
"447",-6.31301745485164,"0"
"448",-6.53537648708107,"0"
"449",-6.96351918379137,"0"
"450",-6.60915642069773,"0"
"451",-6.28807282433522,"0"
"452",-6.49811234610391,"0"
"453",-5.93556441541587,"0"
"454",-4.98714341730033,"0"
"455",-4.65274322475342,"0"
"456",-4.31308917125508,"0"
"457",-4.48765533870479,"0"
"458",-4.56067465737023,"0"
"459",-4.00747054387447,"0"
"460",-3.21062280898099,"0"
"461",-2.57167067222667,"0"
"462",-2.65750956144881,"0"
"463",-2.29585611575991,"0"
"464",-1.49098588963603,"0"
"465",-1.11384397324411,"0"
"466",-0.950500779611958,"0"
"467",-1.29243553746056,"0"
"468",-2.08849891179482,"0"
"469",-1.66238096572472,"0"
"470",-0.41974813526184,"0"
"471",0.246872310207513,"0"
"472",-0.00369867611872843,"0"
"473",-0.425054821648052,"0"
"474",-0.776867475790038,"0"
"475",-0.239707754955991,"0"
"476",0.616345716542482,"0"
"477",0.630476885273356,"0"
"478",0.371112040136414,"0"
"479",0.227844208683784,"0"
"480",-0.298582754106713,"0"
"481",-0.696902543141856,"0"
"482",-0.739380638881741,"0"
"483",-0.490812346772488,"0"
"484",0.0703723772434653,"0"
"485",0.195897833824257,"0"
"486",0.165476711510219,"0"
"487",0.297795268699578,"0"
"488",0.0495481234335415,"0"
"489",0.156889112936872,"0"
"490",0.294961937706215,"0"
"491",0.51254090355881,"0"
"492",0.410273731219285,"0"
"493",-0.266655992429582,"0"
"494",-3.01111813079057,"1"
"495",-0.10701391454699,"0"
"496",-0.605154379190397,"0"
"497",-0.924655810899944,"0"
"498",-0.987713258814204,"0"
"499",-0.717564087946286,"0"
"500",-0.392469359493697,"0"
"501",-0.274136493732243,"0"
"502",-0.585809182749984,"0"
"503",-0.661113628440122,"0"
"504",-0.729044412931474,"0"
"505",-1.73098275578629,"0"
"506",-2.67483220969137,"0"
"507",-2.16313728613562,"0"
"508",-1.74730017257069,"0"
"509",-4.74034626867173,"1"
"510",-1.63502271602938,"0"
"511",-0.807779974031071,"0"
"512",-0.790846616791158,"0"
"513",-0.996049173665147,"0"
"514",-0.925052452136964,"0"
"515",-1.00727397690263,"0"
"516",-1.23667572149137,"0"
"517",-1.57291372043975,"0"
"518",-1.97580154107366,"0"
"519",-2.17988252528585,"0"
"520",-2.29370510174353,"0"
"521",-2.34197539232041,"0"
"522",-2.14007163580542,"0"
"523",-1.58274600224799,"0"
"524",-1.22158353414072,"0"
"525",-1.06176868830845,"0"
"526",-1.19306530989168,"0"
"527",-1.73766564055881,"0"
"528",-1.68910348252501,"0"
"529",-1.05963344380363,"0"
"530",-1.16274383259425,"0"
"531",-1.63027333637324,"0"
"532",-1.98248423710224,"0"
"533",-2.51844870464197,"0"
"534",-2.08824035850608,"0"
"535",-1.34363061614554,"0"
"536",-1.11034903738129,"0"
"537",-0.857466670544736,"0"
"538",-1.23933333849111,"0"
"539",-1.86848665908058,"0"
"540",-1.97417341193088,"0"
"541",-2.32253852690313,"0"
"542",-2.76808433008787,"0"
"543",-3.47516509136146,"0"
"544",-7.6409348656246,"1"
"545",-4.79522646647414,"0"
"546",-5.24139302605648,"0"
"547",-5.55438764745099,"0"
"548",-5.52738138769559,"0"
"549",-5.48447164721079,"0"
"550",-5.02907477560027,"0"
"551",-4.59815360624271,"0"
"552",-4.23224915110736,"0"
"553",-4.43893870103734,"0"
"554",-4.52674146543121,"0"
"555",-4.40963923220927,"0"
"556",-4.58296166526656,"0"
"557",-4.98433697848896,"0"
"558",-4.92622892945157,"0"
"559",-4.55028588279426,"0"
"560",-4.35974775977748,"0"
"561",-4.06713913163897,"0"
"562",-4.1250076216902,"0"
"563",-4.10053577830759,"0"
"564",-4.04998139781745,"0"
"565",-4.87192135186553,"0"
"566",-5.12777333766963,"0"
"567",-4.75496706528502,"0"
"568",-4.67799970421113,"0"
"569",-4.56863653994547,"0"
"570",-4.4199529932304,"0"
"571",-4.30219982740944,"0"
"572",-3.95149176220346,"0"
"573",-4.07321819164326,"0"
"574",-4.71710685415044,"0"
"575",-4.37201956732464,"0"
"576",-3.68537738460495,"0"
"577",-4.14648043739483,"0"
"578",-4.45887554973815,"0"
"579",-4.50156971908084,"0"
"580",-4.68808807125116,"0"
"581",-4.39134984240289,"0"
"582",-3.92067679540261,"0"
"583",-3.4781093242882,"0"
"584",-3.01313450077504,"0"
"585",-2.83276524764763,"0"
"586",-2.98058884512067,"0"
"587",-3.09765614483085,"0"
"588",-2.94182526251905,"0"
"589",-2.29976185250149,"0"
"590",-1.75665264519095,"0"
"591",-1.61102636592324,"0"
"592",-0.924112023189615,"0"
"593",-0.108582410338893,"0"
"594",-0.11423961225715,"0"
"595",-0.222265124432104,"0"
"596",0.238144040501628,"0"
"597",0.308901614985579,"0"
"598",0.28584506405857,"0"
"599",0.678592516232075,"0"
"600",0.901540275672599,"0"
"601",1.24527585713997,"0"
"602",1.65322797070116,"0"
"603",1.0145840788972,"0"
"604",0.779865365775737,"0"
"605",0.704642098761823,"0"
"606",-0.074942729037333,"0"
"607",-0.637902481127736,"0"
"608",-0.892955478225426,"0"
"609",-2.14689861830513,"1"
"610",-0.399841905007708,"0"
"611",-0.374649321237327,"0"
"612",-0.913571648477895,"0"
"613",-0.742519506639845,"0"
"614",-0.629603334405265,"0"
"615",-0.418244837138119,"0"
"616",-0.214936370776857,"0"
"617",-0.508276104377827,"0"
"618",-0.191602813957325,"0"
"619",0.214635418872097,"0"
"620",0.0221648350829913,"0"
"621",-0.120499240796209,"0"
"622",-0.47683574475908,"0"
"623",-0.911052042160721,"0"
"624",-0.682108569852895,"0"
"625",0.0210619626817279,"0"
"626",0.117006508388597,"0"
"627",-0.248520506604911,"0"
"628",0.182713435367369,"0"
"629",1.00941756108388,"0"
"630",1.51538896411863,"0"
"631",2.46182143189741,"0"
"632",2.85215013840805,"0"
"633",2.5544590374343,"0"
"634",2.80414344900932,"0"
"635",3.66578527829836,"0"
"636",4.29527315349122,"0"
"637",4.45791723260944,"0"
"638",4.27766834060322,"0"
"639",4.54821544101985,"0"
"640",5.04144071814529,"0"
"641",5.05668159629536,"0"
"642",5.22189354634883,"0"
"643",5.11982696734802,"0"
"644",5.60972952022287,"0"
"645",6.39843539805354,"0"
"646",6.27593689949292,"0"
"647",6.02934102405132,"0"
"648",5.79646872281102,"0"
"649",4.97223181322481,"0"
"650",4.94166878852629,"0"
"651",5.69621636190968,"0"
"652",5.83302448816302,"0"
"653",5.66417025969241,"0"
"654",5.81314498504682,"0"
"655",5.65199963841979,"0"
"656",5.32249618051752,"0"
"657",5.09760118737088,"0"
"658",5.17806750613222,"0"
"659",5.59050201464155,"0"
"660",5.46834000698714,"0"
"661",4.88031155891717,"0"
"662",4.76875638374296,"0"
"663",4.68595021730333,"0"
"664",4.31309170569708,"0"
"665",4.43104078729253,"0"
"666",5.19217814982817,"0"
"667",5.2195954809611,"0"
"668",5.07357633714202,"0"
"669",5.36351939375247,"0"
"670",5.47944236743839,"0"
"671",5.75284628626669,"0"
"672",5.98548999979318,"0"
"673",6.41791194976036,"0"
"674",6.59856689141963,"0"
"675",6.40072843559978,"0"
"676",6.57146579318255,"0"
"677",6.66914323288697,"0"
"678",6.91672305815163,"0"
"679",6.8255044109571,"0"
"680",6.68951246266771,"0"
"681",6.97573885291435,"0"
"682",7.25003985375788,"0"
"683",7.30645042443835,"0"
"684",7.61890482742743,"0"
"685",8.00553758481511,"0"
"686",8.03470086152673,"0"
"687",7.93500451481189,"0"
"688",7.84320951611937,"0"
"689",7.62649546471378,"0"
"690",7.47035193566803,"0"
"691",7.49165467915364,"0"
"692",7.75619205847275,"0"
"693",8.11482310106495,"0"
"694",8.10279416591603,"0"
"695",7.88294640774495,"0"
"696",8.20741000681728,"0"
"697",8.74858178088595,"0"
"698",9.14910579022195,"0"
"699",9.03013513101037,"0"
"700",8.39238532636714,"0"
"701",7.69349936930686,"0"
"702",7.46269155812763,"0"
"703",7.93419082407438,"0"
"704",8.85803012646523,"0"
"705",9.05387847744192,"0"
"706",8.63978152258836,"0"
"707",8.34496665149304,"0"
"708",7.59477632055053,"0"
"709",7.51607759620385,"0"
"710",7.74410097695762,"0"
"711",7.5518111794301,"0"
"712",7.5836300719246,"0"
"713",7.1525343676815,"0"
"714",6.3442045128564,"0"
"715",5.83359941197194,"0"
"716",5.99391444034057,"0"
"717",6.53726746712533,"0"
"718",6.85219970546748,"0"
"719",7.12343750596995,"0"
"720",7.53828797937869,"0"
"721",7.42617960604669,"0"
"722",7.28701965008684,"0"
"723",5.317721374228,"1"
"724",8.02172005136996,"0"
"725",8.50152111029094,"0"
"726",8.40934004303752,"0"
"727",7.6506198253451,"0"
"728",7.46128027845919,"0"
"729",7.50546564731966,"0"
"730",7.75253968511006,"0"
"731",8.15444144386423,"0"
"732",7.81994433552472,"0"
"733",7.44111796046747,"0"
"734",7.87853130468418,"0"
"735",8.30418393585758,"0"
"736",8.68427184027051,"0"
"737",9.34950357865143,"0"
"738",9.53416900542259,"0"
"739",8.90574635523946,"0"
"740",8.05882078975757,"0"
"741",7.23315913228238,"0"
"742",6.67777496191672,"0"
"743",6.69265994230544,"0"
"744",7.27843341631838,"0"
"745",7.6315460282483,"0"
"746",7.89639446417443,"0"
"747",8.1565324250935,"0"
"748",8.31163941851432,"0"
"749",9.04566867688178,"0"
"750",9.54198902700089,"0"
"751",9.39396527671742,"0"
"752",9.20831139901805,"0"
"753",9.43124276621828,"0"
"754",10.4194191500093,"0"
"755",11.2483305962512,"0"
"756",11.0139413565953,"0"
"757",10.7081632149371,"0"
"758",10.9187042639517,"0"
"759",11.2515359546289,"0"
"760",11.8760945560454,"0"
"761",12.2224624258427,"0"
"762",12.3899459683217,"0"
"763",12.569909961215,"0"
"764",12.8107255533991,"0"
"765",12.6253250573752,"0"
"766",12.3101792011477,"0"
"767",11.9756275189333,"0"
"768",11.6744438791609,"0"
"769",11.4811723654835,"0"
"770",11.2220973870155,"0"
"771",10.8346739375431,"0"
"772",10.3153190722197,"0"
"773",10.4932602966958,"0"
"774",11.256438902802,"0"
"775",11.5524046376811,"0"
"776",11.1806086349702,"0"
"777",10.7996395075331,"0"
"778",10.5164807700918,"0"
"779",9.68400459676528,"0"
"780",8.85667334829427,"0"
"781",8.82564243123019,"0"
"782",8.77408478584925,"0"
"783",8.25052214707026,"0"
"784",8.52382646123656,"0"
"785",8.92700598246656,"0"
"786",8.98422307644211,"0"
"787",8.68984534888891,"0"
"788",8.35708875318804,"0"
"789",7.80208922552935,"0"
"790",6.85470636154019,"0"
"791",6.79363400677691,"0"
"792",7.32783803695428,"0"
"793",7.58815702637033,"0"
"794",7.43048147971289,"0"
"795",6.65859634234928,"0"
"796",6.07542354166892,"0"
"797",5.92565108712563,"0"
"798",5.91164998194933,"0"
"799",6.18808748176709,"0"
"800",6.77917501957632,"0"
"801",7.42946732881017,"0"
"802",7.33435630807521,"0"
"803",7.06908058308577,"0"
"804",7.22229456704401,"0"
"805",7.10758826480729,"0"
"806",7.07699395181381,"0"
"807",7.11142335009495,"0"
"808",6.63025681740721,"0"
"809",6.168658802556,"0"
"810",6.2784652777865,"0"
"811",6.84479357259717,"0"
"812",6.86683765316853,"0"
"813",6.62746692404516,"0"
"814",7.10189730896041,"0"
"815",7.46820032976315,"0"
"816",7.49490626478147,"0"
"817",7.83432354141411,"0"
"818",7.95723220022931,"0"
"819",8.12199589622524,"0"
"820",8.43927696719801,"0"
"821",8.36722738960304,"0"
"822",8.32384689314318,"0"
"823",8.31090691498753,"0"
"824",8.04448224716381,"0"
"825",7.78572209709129,"0"
"826",7.78352363627007,"0"
"827",7.50854131637459,"0"
"828",7.4842183292156,"0"
"829",7.30998614440855,"0"
"830",6.6409801820442,"0"
"831",6.56234740316373,"0"
"832",6.5351871130831,"0"
"833",5.91152507876085,"0"
"834",5.91411130849176,"0"
"835",6.46983962762994,"0"
"836",6.49259559517025,"0"
"837",6.77389464414562,"0"
"838",7.24947881069583,"0"
"839",6.89066458075034,"0"
"840",6.18645157247576,"0"
"841",6.13283746164988,"0"
"842",6.02618237566729,"0"
"843",5.83398193763082,"0"
"844",6.27546609677494,"0"
"845",6.14444233894687,"0"
"846",4.58250220905778,"0"
"847",4.18105388129087,"0"
"848",5.54120795101421,"0"
"849",5.81901730669579,"0"
"850",5.57415057409843,"0"
"851",5.54591604069757,"0"
"852",5.07396211424687,"0"
"853",14.1432405891979,"1"
"854",5.06496030767662,"0"
"855",5.02760828442923,"0"
"856",4.43123949047604,"0"
"857",3.83253478330116,"0"
"858",3.67738840089213,"0"
"859",4.05488911094144,"0"
"860",4.4732776253528,"0"
"861",4.38550883634296,"0"
"862",4.54160999521626,"0"
"863",4.9463806290348,"0"
"864",4.93056695263163,"0"
"865",4.98828201337757,"0"
"866",4.79925008649434,"0"
"867",4.3760838446676,"0"
"868",4.24561291511686,"0"
"869",4.90505032842077,"0"
"870",5.55109541160054,"0"
"871",5.2372339100721,"0"
"872",4.74858348343241,"0"
"873",4.52695958374625,"0"
"874",4.14790305108099,"0"
"875",4.2797892396784,"0"
"876",4.8394014525432,"0"
"877",4.70955165899978,"0"
"878",4.88573550919695,"0"
"879",5.68378490043589,"0"
"880",5.86970741418674,"0"
"881",5.47634061956431,"0"
"882",4.97135672444994,"0"
"883",4.13704875754469,"0"
"884",3.56607813478493,"0"
"885",3.74438134828621,"0"
"886",4.07721671169192,"0"
"887",3.67333796270446,"0"
"888",2.86187051305814,"0"
"889",2.5648589091136,"0"
"890",2.27742996402362,"0"
"891",2.6608487663156,"0"
"892",3.42579480182088,"0"
